"","ID","yyyy","month","largest.dhufish.kg","Zone","latitude","scientific","echo_sounders","gps","bathy","depth","depth_zone","geometry"
"804",804,2010,"8",18,"offshore_north",-31.8486234602174,"fish.size","post","post",-90.681999206543,90.681999206543,"inshore_demersal",c(115.304734231354, -31.8486234602174)
"805",805,2010,"8",18,"nearshore_north",-31.5140448824005,"fish.size","post","post",-14.9681577682495,14.9681577682495,"nearshore",c(115.537394996032, -31.5140448824005)
"806",806,2010,"9",18,"offshore_north",-31.7148747306874,"fish.size","post","post",-39.3369102478027,39.3369102478027,"inshore_demersal",c(115.32472631426, -31.7148747306874)
"807",807,2010,"9",22,"offshore_north",-31.8407663574022,"fish.size","post","post",-41.5332565307617,41.5332565307617,"inshore_demersal",c(115.454059824365, -31.8407663574022)
"808",808,2010,"9",22,"offshore_north",-31.7077630024285,"fish.size","post","post",-70.2825317382812,70.2825317382812,"inshore_demersal",c(115.261842878631, -31.7077630024285)
"809",809,2010,"9",13,"offshore_north",-31.7165958897614,"fish.size","post","post",-41.9480438232422,41.9480438232422,"inshore_demersal",c(115.359213797252, -31.7165958897614)
"810",810,2010,"9",18,"offshore_north",-31.5249684614077,"fish.size","post","post",-39.9733695983887,39.9733695983887,"inshore_demersal",c(115.366676958401, -31.5249684614077)
"811",811,2010,"10",21.9,"offshore_north",-31.7192698065582,"fish.size","post","post",-47.8174819946289,47.8174819946289,"inshore_demersal",c(115.288490863167, -31.7192698065582)
"812",812,2010,"10",7,"offshore_south",-32.0337052096785,"fish.size","post","post",-89.9935989379883,89.9935989379883,"inshore_demersal",c(115.369513166502, -32.0337052096785)
"813",813,2010,"10",20,"near_rottnest",-31.9771294651055,"fish.size","post","post",-20.5127544403076,20.5127544403076,"inshore_demersal",c(115.524488172269, -31.9771294651055)
"814",814,2010,"12",16,"offshore_north",-31.6924438933751,"fish.size","post","post",-33.0537757873535,33.0537757873535,"inshore_demersal",c(115.533194151332, -31.6924438933751)
"815",815,2011,"3",17,"offshore_south",-32.4592335371159,"fish.size","post","post",-159.636108398438,159.636108398438,"inshore_demersal",c(115.041688474452, -32.4592335371159)
"816",816,2011,"6",23,"offshore_north",-31.7100726263927,"fish.size","post","post",-42.9273529052734,42.9273529052734,"inshore_demersal",c(115.423580117052, -31.7100726263927)
"817",817,2011,"8",8,"offshore_north",-31.6937847407673,"fish.size","post","post",-33.3464126586914,33.3464126586914,"inshore_demersal",c(115.569219694702, -31.6937847407673)
"818",818,2011,"9",12,"near_rottnest",-32.0722889992411,"fish.size","post","post",-43.9242744445801,43.9242744445801,"inshore_demersal",c(115.490977404601, -32.0722889992411)
"819",819,2011,"10",18,"near_rottnest",-32.0314031244647,"fish.size","post","post",-52.6886024475098,52.6886024475098,"inshore_demersal",c(115.405190973776, -32.0314031244647)
"820",820,2011,"10",20,"offshore_south",-32.2350663071251,"fish.size","post","post",-43.4543991088867,43.4543991088867,"inshore_demersal",c(115.428210239851, -32.2350663071251)
